Topic_No,Topic_Perc_Contrib,Topic_Keywords,Text,Clean_Text
2,0.4095,"https, military, medium, shell, power, missile, claim, strike, bomb, government", Offener Brief https://t.co/ZV5dFiNoqg via ,offener dfinoqg
0,0.3783,"invasion, money, support, soldier, leave, year, start, direct, pay, shit",I think the Pope suggested that NATO has goaded or pushed Russia into this situation &amp; a few journalists say the same. Idk. It’s hard to manoeuvre a whole world if not an impossible task really standing back from such a stark objective. 🤷‍♂️,suggest push situation amp journalist idk hard manoeuvre impossible task stand stark objective
7,0.3349,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",Rights group: Russians tortured people in C.African Republic - #international #united_states #kazakhstan #uzbekistan #republic #russians #belarus #germany #ukraine #people #canada #israel #latvia https://t.co/A5HAg65MtQ,right group torture people united_state people mtq
4,0.4747,"ukraine, war, nazi, https, call, support, happen, fact, side, win","Tricky… Putin the war criminal and murdering phycopath, or the innocent civilians of Ukrainian. 🤔 I’ll go with the Ukraine.",war criminal murder phycopath innocent civilian ukrainian ukraine
4,0.4346,"ukraine, war, nazi, https, call, support, happen, fact, side, win",The Clear Stars Tanker gevuld has arrived in van Rotterdam harbor. It s millions of dollars that are funding the war in Ukraine. It s up to you to stop this bloody business. Tell your followers about the tanker waiting to be unloaded. Stop the bloody oil.,clear star tanker arrive million dollar fund war bloody business follower tanker wait unload bloody oil
4,0.5585,"ukraine, war, nazi, https, call, support, happen, fact, side, win","Natalia Primachenko, 60, reacts while trying to recover some belongings at her house, which according to her was destroyed by Russian shelling on the outskirts of Chernihiv, Ukraine April 30, 2022. REUTERS/Zohra Bensemra https://t.co/WoYRdEOJWR",primachenko react recover belonging destroy russian shelling outskirt
0,0.4942,"invasion, money, support, soldier, leave, year, start, direct, pay, shit",How much are other NATO countries paying? We are suckers. The EU is much more at risk yet the US taxpayer foots the bill,country pay sucker risk taxpayer foot bill
2,0.5786,"https, military, medium, shell, power, missile, claim, strike, bomb, government","05/04 Links Pt2: Israel kicks off 74th Independence Day; Why Russia thought its  Nazi  claims would be convincing; Amnesty Lies &amp; Hides; Leonard Cohen’s Songs of the Yom Kippur War: From Ian: With ‘quiet’ fireworks and calls for kinship,… https://t.co/q1w8qOH790 ElderofZiyon https://t.co/t2rZpCvE6H",link kick think nazi claim convince amnesty lie hide ian quiet firework call kinship qoh elderofziyon https
2,0.4978,"https, military, medium, shell, power, missile, claim, strike, bomb, government","I WONDER IF anybody EVER BOTHERS TO bust SCOTUS chops about how their VOTES HAVE SCREWED UP OUR DEMOCRACY? Like gutting the Voting Rights Act because RACISM was ""OVER"" BCUZ OBAMA WAS ELECTED? They started the NAZI movement in USA we have now!",scotus chop vote screw democracy gutte voting right racism obama elect start
2,0.2924,"https, military, medium, shell, power, missile, claim, strike, bomb, government",Give Ukraine fighter jets!,fighter_jet
4,0.4699,"ukraine, war, nazi, https, call, support, happen, fact, side, win","If every country joins #NATO… Instant world peace. No need to thank me, just remember the name. #gmb #skynews #gbnews #BBCBreakfast https://t.co/oIfSOaLNm3",country join instant peace remember oifsoalnm
0,0.5551,"invasion, money, support, soldier, leave, year, start, direct, pay, shit","The weapons purchased by Taiwan several years ago have not arrived yet. It is said that they were given to Ukraine by the US. Taiwan has paid but got nothing. Basically, this is a hoax.😅 https://t.co/iWjYsZ5l9S",weapon purchase year ago arrive pay basically hoax https iwjysz
4,0.5944,"ukraine, war, nazi, https, call, support, happen, fact, side, win",US supplies of high-tech weapons have shrunk during the war in Ukraine and prices have surged. https://t.co/BuFl0VOVw7,supply high tech weapon shrink war ukraine price surge https bufl vovw
7,0.6937,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",Russia accuses Ukrainian of using ‘Black Magic’ to consecrate their weapons https://t.co/lK1g8V0SQW,accuse ukrainian black magic consecrate weapon https
7,0.2838,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force",Ukrainians rock..😁🇺🇦💛💙,ukrainian rock
1,0.4713,"time, fight, https, join, state, land, wrong, find, economy, invade",Ukraine update: Mapping positions at the start of day 70 https://t.co/jiD73yjcJZ,update mapping position start day https yjcjz
2,0.5533,"https, military, medium, shell, power, missile, claim, strike, bomb, government",Was up early enough to see cnn report that US Intel was giving Ukrainian military Intel that was helping them target officers. The moonwalk they have been doing ever since they realized it would be a war crime for US to intentionally target officers is darkly humorous,early ukrainian military help target_officer moonwalk realize war crime intentionally target_officer darkly humorous
4,0.1837,"ukraine, war, nazi, https, call, support, happen, fact, side, win",march 30 2022 https://t.co/dXtAIl2a8n,dxtail
0,0.4865,"invasion, money, support, soldier, leave, year, start, direct, pay, shit",Do you believe with all the money that has been funded for the Ukraine war that they could have simply all deported from the country and make Russia pay sanctions for the amount it cost to deport infrastructure s and civilian s?,money fund ukraine war simply deport country pay sanction amount cost deport infrastructure civilian
0,0.3505,"invasion, money, support, soldier, leave, year, start, direct, pay, shit",Did NATO start the Chocolate Wars of Russia in 2014?,start chocolate war
2,0.4111,"https, military, medium, shell, power, missile, claim, strike, bomb, government",EU smells like nazi. https://t.co/wsHIfJhCNX,smell wshifjhcnx
0,0.4941,"invasion, money, support, soldier, leave, year, start, direct, pay, shit",Oil baron unleashes vast wealth to fight Putin https://t.co/2rRCTKKKhc,oil baron unleash vast wealth fight rrctkkkhc
7,0.2934,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","Putin is (was) behind Trump in the GOP, even though many don’t want to admit it for various reasons. Siding with him, do we then turn our backs on those who have paid the ultimate sacrifice to protect our Constitution with their blood? Conscience.",admit reason side turn back pay ultimate sacrifice protect constitution blood conscience
2,0.5627,"https, military, medium, shell, power, missile, claim, strike, bomb, government","Max range for JDAM is 15 miles. 50 meters, radar horizon is 26 miles. pop-up maneuver 500m, radar horizon is 65 miles. Congratulations. The F-16 is shot down by Yevpatoria or Belbek S-400 &amp; you ve started WW3 using a NATO aircraft. Keep on the copium. Fool. https://t.co/Xr4tKi260x",jdam mile meter radar horizon mile pop maneuver radar horizon mile congratulation shoot start fool https
2,0.6301,"https, military, medium, shell, power, missile, claim, strike, bomb, government","Ukraine is just hoarding everything being given to them. I want to be proven wrong. Stop hoarding Sheet. Use those antiship missiles, bust out with all your military hardware and make your way through Mariupol. So many soldiers without proper equipment, helmets, sights, plates. https://t.co/jt6QX9M9ia",hoarding prove wrong hoarding sheet antiship missile bust military hardware mariupol soldier proper equipment helmet sight plate
0,0.4715,"invasion, money, support, soldier, leave, year, start, direct, pay, shit",Russia pummelled by pro-Ukrainian hackers following invasion https://t.co/ZgJolz1Vba - source/editor :,pummel pro ukrainian hacker invasion https source editor
1,0.4003,"time, fight, https, join, state, land, wrong, find, economy, invade","Talking to Danylo said the one thing Ukrainians can help fighters in the surrounded city with is words of support. He explained being surrounded as: ""Because this is my hometown. I ve already left my home once, I don t want to repeat it, so we ll fight till the end!""",talk ukrainian fighter surround city support explain surround hometown leave repeat fight
0,0.5889,"invasion, money, support, soldier, leave, year, start, direct, pay, shit",Our colleagues at Lanark-Renfrew Local Immigration Partnerships are doing their part to support Ukrainian refugees re-locating to Canada. Learn more in this story. https://t.co/h3LKmyn7JA,colleague lanark renfrew local immigration partnership support ukrainian refugee locate learn story
7,0.3386,"ukrainian, russian, people, nuclear, kill, https, weapon, work, send, force","LIVE🔴 RUTO, MUDAVADI, WETANGULA AND MOSES KURIA LEAD CAMPAIGNS IN BUSIA Watch LIVE Here: https://t.co/5l4lqSly7d Dr Ruto Marriage Sonko #Ukraine Kuria https://t.co/eqfFBe4zcf",live ruto mudavadi campaign watch live https lqsly ruto marriage
2,0.5939,"https, military, medium, shell, power, missile, claim, strike, bomb, government","The ancient art of feasting on the dead on currency falls in war(requiring control of the fastest horse or ship and media for best profits)is really responsible for the return to fascism poverty holocaust and ww3 since 1971. 1945-71 promises to the troops WW2, FDR Bretton Woods.",ancient art feast dead currency fall war require control fast horse ship medium profit responsible return fascism poverty holocaust promise troop wood
